,source_url,full_text,id_str,favorite_count,retweet_count,source,id,lang,user,author,hashtags,quoted_status_id,quoted_status_id_str,in_reply_to_status_id,in_reply_to_user_id,in_reply_to_user_id_str,in_reply_to_status_id_str,in_reply_to_screen_name
10,http://twitter.com/download/android,"#WestBengalElections2021 
EC rejects #UjjwalKumar #TMC candidate's nomination from #Joypur Vidhan Sabha (#241). Founded in 1977 this seat has been won by #INC 04 times, #AIFB 02, #FBL 02 &amp; #TMC 01 time. Mr. Narhari Mahato is #BJP's candidate from this seat. https://t.co/AwkJW2EsWn",1369932942693203968,4,2,Twitter for Android,1369932942693203968,en,LSElections2024,LSElections2024,"['WestBengalElections2021', 'UjjwalKumar', 'TMC', 'Joypur', 'INC', 'AIFB', 'FBL', 'TMC', 'BJP']",,,,,,,
11,http://twitter.com/download/android,"#WestBengal Chief Minister 
@MamataOfficial filed her nomination from #Nandigram Vidhan Sabha #210. The constituency was formed in 1951 &amp; was won by #INC for 06 times,  #CPI  09, #CPIM &amp; JP 01 each, #TMC 03 times. (Pic: ANI)

#WestBengalElections2021 
#WestBengalPolls https://t.co/O2eBsAu7ZP",1369581853632458753,11,7,Twitter for Android,1369581853632458753,en,LSElections2024,LSElections2024,"['WestBengal', 'Nandigram', 'INC', 'CPI', 'CPIM', 'TMC', 'WestBengalElections2021', 'WestBengalPolls']",,,,,,,
12,http://twitter.com/download/android,"#WestBengalElections2021

Opinion Poll: Who do you think will form next govt in #WestBengal? 

#WestBengalElection2021 #BengalElections2021
#BJP #TMC #INC #ISF #CPIM #AIMIM #CPI @BJP4Bengal
@AITCofficial @cpimspeak @INCWestBengal @aimim_national",1368657993357611009,11,6,Twitter for Android,1368657993357611009,en,LSElections2024,LSElections2024,"['WestBengalElections2021', 'WestBengal', 'WestBengalElection2021', 'BengalElections2021', 'BJP', 'TMC', 'INC', 'ISF', 'CPIM', 'AIMIM', 'CPI']",,,,,,,
13,http://twitter.com/download/android,"#WestBengalElection2021 

Complete Dist. Wise Schedule.

#BengalElections2021 
#ElectionCommission
#TMC #BJP #INC #AIMIM #CPI #CPIM #AITC #AIFB #RSP #GJM https://t.co/CaDhqVPihe",1365363191698522113,2,0,Twitter for Android,1365363191698522113,en,LSElections2024,LSElections2024,"['WestBengalElection2021', 'BengalElections2021', 'ElectionCommission', 'TMC', 'BJP', 'INC', 'AIMIM', 'CPI', 'CPIM', 'AITC', 'AIFB', 'RSP', 'GJM']",1.3653619572392878e+18,1365361957239287808,,,,,
14,http://twitter.com/download/android,"Phase Vlll - 35 Assembly Constituencies

(04 Dist.  - Malda-2, Kolkata North,  Murshidabad-2, Birbhum) 

Issue of Notification: 31 March
Last date of Nomination: 07 April
Last date of Withdrawal: 12 April
DATE OF POLL: 29th April
Results: 02nd May.",1365361974113013762,0,0,Twitter for Android,1365361974113013762,en,LSElections2024,LSElections2024,,,,1.3653619718103e+18,1.0403573395874734e+18,1040357339587473408,1365361971810299904,LSElections2024
15,http://twitter.com/download/android,"Phase VII - 36 assembly Constituencies 

(05 Dist. - Malda-1, Kolkata South,  Murshidabad-1, West Burdwan,  Dakshin Dinajpur) 

Issue of Notification: 31 March
Last date of Nomination: 07 April
Last date of Withdrawal: 12 April
DATE OF POLL: 26th April
Results: 02nd May",1365361971810299904,1,0,Twitter for Android,1365361971810299904,en,LSElections2024,LSElections2024,,,,1.3653619694363525e+18,1.0403573395874734e+18,1040357339587473408,1365361969436352512,LSElections2024
16,http://twitter.com/download/android,"Phase Vl - 43 Assembly Constituencies

(04 Dist.  - North 24 Parganas-2, Nadia-2, East Burdwan-2, Uttar Dinajpur) 

Issue of Notifications: 26 March
Last date of Nomination: 03 April
Last date of Withdrawal: 07 April
DATE OF POLL: 22nd April
Results: 02nd May",1365361969436352512,1,0,Twitter for Android,1365361969436352512,en,LSElections2024,LSElections2024,,,,1.365361967167279e+18,1.0403573395874734e+18,1040357339587473408,1365361967167279105,LSElections2024
17,http://twitter.com/download/android,"Phase V - 45 Assembly Constituencies

(06 Dist. - North Parganas-1, Darjeeling,  Nadia-1, Kalimpong,  East Burdwan-1, Jalpaiguri) 

Issue of Notification: 23 March
Last date of Nomination: 30 March
Last date of Withdrawal: 03 April
DATE OF POLL: 17th April
Results: 02nd May",1365361967167279105,0,0,Twitter for Android,1365361967167279105,en,LSElections2024,LSElections2024,,,,1.3653619648562217e+18,1.0403573395874734e+18,1040357339587473408,1365361964856221696,LSElections2024
18,http://twitter.com/download/android,"Phase IV- 44 Assembly Constituencies

(05 Dist. - Howrah-2, South 24 Parganas-3, Hooghly-2, Alipurdura,  Cooch Behar)

Issue of Notification: 16 March
Last date of Nomination: 23 March
Last date of Withdrawal: 26 March
DATE OF POLL: 10th April
Results : 02nd May",1365361964856221696,0,0,Twitter for Android,1365361964856221696,en,LSElections2024,LSElections2024,,,,1.365361962251481e+18,1.0403573395874734e+18,1040357339587473408,1365361962251481089,LSElections2024
19,http://twitter.com/download/android,"Phase III - 31 Assembly Constituencies

(03 Dist. - Howrah-1, South 24 Parganas-2, Hoogly - 1) 

Issue of Notification: 12 March
Last date of Nomination: 19 March
Last date of Withdrawal: 22 March
DATE OF POLL: 06th April
Results: 02nd May.",1365361962251481089,0,0,Twitter for Android,1365361962251481089,en,LSElections2024,LSElections2024,,,,1.3653619600034038e+18,1.0403573395874734e+18,1040357339587473408,1365361960003403777,LSElections2024
20,http://twitter.com/download/android,"Phase ll - 30 Assembly Constituencies

(04 Dist.  - Bankura-2, East Midnapore-2, West Midnapore-2, South 24 Parganas-1)

Issue of Notification: 05 March
Last date of Nomination: 12 March
Last date of Withdrawal: 17 March
DATE OF POLL: 01st April
Results : 02nd May",1365361960003403777,0,0,Twitter for Android,1365361960003403777,en,LSElections2024,LSElections2024,,,,1.3653619572392878e+18,1.0403573395874734e+18,1040357339587473408,1365361957239287808,LSElections2024
21,http://twitter.com/download/android,"Phase l - 30 Assembly Constituencies.

(05 Dist. - Purulia,  West Midnspore-1, Bankura-1, East Madnspore-1)

Issue of Notification: 02 March
Last date of Nomination: 09 March
Last date Withdrawal: 12 March
DATE OF POLL: 27th March
Results : 02nd May

#TMC #BJP #CPIM #AIMIM #INC https://t.co/e9W1nHFKzD",1365361957239287808,5,2,Twitter for Android,1365361957239287808,en,LSElections2024,LSElections2024,"['TMC', 'BJP', 'CPIM', 'AIMIM', 'INC']",,,,,,,
22,http://twitter.com/download/android,"Vijayalaxmi R Gadwal of #TRS has been elected as #Mayor of Hyderabad. @asadowaisi's #AIMIM supported her nomination. She defeated #bjp's nominee Radha Reddy. M. Srilatha Reddy also from TRS has been elected as deputy mayor. 
#GHMCMayorElection 
@KTRTRS https://t.co/Qe5WdRhNqb",1359780560093106178,2,1,Twitter for Android,1359780560093106178,en,LSElections2024,LSElections2024,"['TRS', 'Mayor', 'AIMIM', 'bjp', 'GHMCMayorElection']",,,,,,,
23,http://twitter.com/download/android,"#AAP @AamAadmiParty &amp; @INCDelhi announces candidates for byelections in 5 wards of North Delhi Municipal Corporation and East Delhi Municipal Corporation which is scheduled to be held on 28 February 2021.
#Delhi #MCD #ByElection https://t.co/OABiJ0sW5v",1358175944993722369,1,3,Twitter for Android,1358175944993722369,en,LSElections2024,LSElections2024,"['AAP', 'Delhi', 'MCD', 'ByElection']",,,,,,,
24,http://twitter.com/download/android,"#GHMCResults2020

Final tally. 

#TRS Contested on all 150 wards &amp; Wins 55.

#BJP Contested on all 150 wards &amp; Wins 48.

#AIMIM Contested on 51 wards &amp; Wins 44.

#INC Contested on all 150 wards &amp; Wins 02.

Result for Ward no.136, withheld. 

#GHMCResults 
#GHMCElectionresults",1334921427879776256,9,1,Twitter for Android,1334921427879776256,en,LSElections2024,LSElections2024,"['GHMCResults2020', 'TRS', 'BJP', 'AIMIM', 'INC', 'GHMCResults', 'GHMCElectionresults']",,,,,,,
25,http://twitter.com/download/android,"#GHMCElectionresults

..... Live from hyderabad

#TRS LEADS ON 65 WITH 29 WINS

#AIMIM LEADS ON 45 WITH 24 WINS

#BJP LEADS ON 38 WITH 09 WINS

#INC LEADS ON 02 WITH 01 WIN

#GHMCResults
#GHMCElections
#GHMCElections2020",1334798354711072768,9,3,Twitter for Android,1334798354711072768,en,LSElections2024,LSElections2024,"['GHMCElectionresults', 'TRS', 'AIMIM', 'BJP', 'INC', 'GHMCResults', 'GHMCElections', 'GHMCElections2020']",,,,,,,
26,http://twitter.com/download/android,"#GHMCElectionresults

..... Live from hyderabad

#TRS LEADS ON 65 WITH 21 WINS

#AIMIM LEADS ON 45 WITH 19 WINS

#BJP LEADS ON 37 WITH 04 WINS

#INC LEADS ON 03 WITH 01 WIN

#GHMCResults
#GHMCElections
#GHMCElections2020",1334790193371484169,10,1,Twitter for Android,1334790193371484169,en,LSElections2024,LSElections2024,"['GHMCElectionresults', 'TRS', 'AIMIM', 'BJP', 'INC', 'GHMCResults', 'GHMCElections', 'GHMCElections2020']",,,,,,,
27,http://twitter.com/download/android,"#GHMCElectionresults

Live from Hyderabad 

#TRS LEADS ON 57 WITH 5 WINS

#AIMIM LEADS ON 38 WITH 6 WINS

#BJP LEADS ON 28 NO WINS YET

#INC LEADS ON 3 WITH 01 WIN

#GHMCResults
#GHMCElections
#GHMCElections2020",1334772559825436673,6,2,Twitter for Android,1334772559825436673,en,LSElections2024,LSElections2024,"['GHMCElectionresults', 'TRS', 'AIMIM', 'BJP', 'INC', 'GHMCResults', 'GHMCElections', 'GHMCElections2020']",,,,,,,
28,http://twitter.com/download/android,#MBT @amjedmbt a 27 yrs old political party which is seen as arch-rival to #AIMIM in hyderabad is all set to make a comeback from Ward no. 28 (AzamPura) in this #GHMCElections2020. Counting of votes will be held on December 4. https://t.co/cMFKCyhQjQ,1334056331599179776,52,6,Twitter for Android,1334056331599179776,en,LSElections2024,LSElections2024,"['MBT', 'AIMIM', 'GHMCElections2020']",,,,,,,
29,http://twitter.com/download/android,"#GHMCElections2020
Due to wrong printing of symbol against CPI candidate in Ward 26, a repoll shall be held on Dec 3, in this ward. Subsequently all exit polls scheduled to be released later tonight has been barred. 
#TRS #CPI #AIMIM #BJP #INC #MBT #GHMCPolls #GHMCElections https://t.co/4pMvzHcplT",1333726147520040961,3,0,Twitter for Android,1333726147520040961,en,LSElections2024,LSElections2024,"['GHMCElections2020', 'TRS', 'CPI', 'AIMIM', 'BJP', 'INC', 'MBT', 'GHMCPolls', 'GHMCElections']",,,,,,,
30,http://twitter.com/download/android,"Greater #Hyderabad will go to polls today. As #BJP fired all cylinders for this election with some of its leaders pledge to change hyderabad's name, on other hand @KTRTRS &amp; @asadowaisi pitched to defend 'Brand Hyderabad'.
#GHMCElections2020 
#GHMCPolls https://t.co/eXnWHW3brO",1333542076688986115,5,3,Twitter for Android,1333542076688986115,en,LSElections2024,LSElections2024,"['Hyderabad', 'BJP', 'GHMCElections2020', 'GHMCPolls']",,,,,,,
31,http://twitter.com/download/android,"All set for #GHMCElections2020. There are 150 wards in the corporation. In last elections (2016) #TRS @trspartyonline held 99 wards,  #AIMIM @aimim_national 44 wards, #BJP @BJP4Telangana 04 wards, while #TDP &amp; #INC 2 each.  
#GHMCPolls #HyderabadCivicPolls https://t.co/NZuZju6Jp8",1333531943984513024,4,0,Twitter for Android,1333531943984513024,en,LSElections2024,LSElections2024,"['GHMCElections2020', 'TRS', 'AIMIM', 'BJP', 'TDP', 'INC', 'GHMCPolls', 'HyderabadCivicPolls']",,,,,,,
32,http://twitter.com/download/android,"As promised we are now switching to #WestBengal to cover #BengalAssemblyElection2021. This will be an equally interesting contest like #Bihar. Stay connected with us. 

#TMC #AITC #INC #BJP #CPIM #CPI #AIMIM #AIFB #RSP #GJM 
@AITCofficial @BJP4Bengal @INCIndia @aimim_national https://t.co/8x4mRCyhvf",1329337996684926977,6,1,Twitter for Android,1329337996684926977,en,LSElections2024,LSElections2024,"['WestBengal', 'BengalAssemblyElection2021', 'Bihar', 'TMC', 'AITC', 'INC', 'BJP', 'CPIM', 'CPI', 'AIMIM', 'AIFB', 'RSP', 'GJM']",,,,,,,
33,http://twitter.com/download/android,"@NitishKumar took oath as #Bihar chief minister for the fourth straight term. #BJP's @tarkishorepd &amp; @renu_bjp also took oath as deputy CM's.  

We the team @LSElections2024 and on behalf of our subscribers, Wish them a successful term. https://t.co/fdFcqcev5S",1328566661197291528,1,0,Twitter for Android,1328566661197291528,en,LSElections2024,LSElections2024,"['Bihar', 'BJP']",,,,143409075.0,143409075,,NitishKumar
34,http://twitter.com/download/android,"Bihar Goes To #NDA, Final Partywise tally. 

#RJD 75
#BJP 74
#JDU 43
#INC 19
#CPIM(L) 12
#AIMIM 05
#HAM 04
#VIP 04
#CPI 02
#CPI(M) 02
#LJP 01
#BSP 01
Independent 01

#BiharElectionResults2020
#BiharResults
#BiharVerdict 
#BiharPolls
#BiharElections
#बिहारविधानसभाचुनाव",1326393750545960960,7,0,Twitter for Android,1326393750545960960,en,LSElections2024,LSElections2024,"['NDA', 'RJD', 'BJP', 'JDU', 'INC', 'CPIM', 'AIMIM', 'HAM', 'VIP', 'CPI', 'CPI', 'LJP', 'BSP', 'BiharElectionResults2020', 'BiharResults', 'BiharVerdict', 'BiharPolls', 'BiharElections', 'बिहारविधानसभाचुनाव']",,,,,,,
35,http://twitter.com/download/android,"#BiharElectionResults2020:
LIVE : 

#BJP+ Leads on 119 Seats. 
#RJD+ Leads on 116 Seats. 
#AIMIM Wins on 05 Seats.
Others Leads on 03 Seats.

#BiharVerdict 
#BiharPolls
#BiharElection2020
#BiharElection
#बिहारविधानसभाचुनाव

#INC #BSP #RLSP",1326155027153473537,16,1,Twitter for Android,1326155027153473537,en,LSElections2024,LSElections2024,"['BiharElectionResults2020', 'BJP', 'RJD', 'AIMIM', 'BiharVerdict', 'BiharPolls', 'BiharElection2020', 'BiharElection', 'बिहारविधानसभाचुनाव', 'INC', 'BSP', 'RLSP']",,,,,,,
36,http://twitter.com/download/android,"#BiharElectionResults2020:
LIVE : 

#BJP+ Leads on 121 Seats. 
#RJD+ Leads on 114 Seats. 
#AIMIM Wins on 05 Seats.
Others Leads on 03 Seats.

#BiharVerdict 
#BiharPolls
#BiharElection2020
#BiharElection
#बिहारविधानसभाचुनाव

#INC #BSP #RLSP",1326147126418550784,11,2,Twitter for Android,1326147126418550784,en,LSElections2024,LSElections2024,"['BiharElectionResults2020', 'BJP', 'RJD', 'AIMIM', 'BiharVerdict', 'BiharPolls', 'BiharElection2020', 'BiharElection', 'बिहारविधानसभाचुनाव', 'INC', 'BSP', 'RLSP']",,,,,,,
37,http://twitter.com/download/android,"#BiharElectionResults2020:
LIVE : 

#BJP+ Leads on 130 Seats. 
#RJD+ Leads on 101 Seats. 
#LJP Leads on 02 Seats. 
#AIMIM Leads on 04 Seats.
Others on 06 Seats.

#BiharVerdict 
#BiharPolls
#BiharElection2020
#BiharElection
#बिहारविधानसभाचुनाव

#INC #BSP #RLSP",1326069288252309505,11,2,Twitter for Android,1326069288252309505,en,LSElections2024,LSElections2024,"['BiharElectionResults2020', 'BJP', 'RJD', 'LJP', 'AIMIM', 'BiharVerdict', 'BiharPolls', 'BiharElection2020', 'BiharElection', 'बिहारविधानसभाचुनाव', 'INC', 'BSP', 'RLSP']",,,,,,,
38,http://twitter.com/download/android,"Democracy is based upon the conviction that there are extraordinary possibilities in ordinary circumstances. 

#BiharElectionResults2020
#BiharVerdict
#BiharPolls
#BiharElection2020
#BiharElection
#बिहारविधानसभाचुनाव

#BJP #JDU  #LJP #RJD #AIMIM #INC #RLSP #BSP",1326052668045848579,4,1,Twitter for Android,1326052668045848579,en,LSElections2024,LSElections2024,"['BiharElectionResults2020', 'BiharVerdict', 'BiharPolls', 'BiharElection2020', 'BiharElection', 'बिहारविधानसभाचुनाव', 'BJP', 'JDU', 'LJP', 'RJD', 'AIMIM', 'INC', 'RLSP', 'BSP']",,,,,,,
39,http://twitter.com/download/android,"#BiharElectionResults2020:
LIVE : 

#BJP+ maintaining the lead on 133 seats, with very close contest on 40+ seats.  
#RJD+ Leads on 91 Seats. 
#AIMIM Leads on 04 Seats.

#BiharVerdict 
#BiharPolls
#BiharElection2020
#BiharElection
#बिहारविधानसभाचुनाव

#INC #BSP #RLSP #LJP",1326049649279422465,8,1,Twitter for Android,1326049649279422465,en,LSElections2024,LSElections2024,"['BiharElectionResults2020', 'BJP', 'RJD', 'AIMIM', 'BiharVerdict', 'BiharPolls', 'BiharElection2020', 'BiharElection', 'बिहारविधानसभाचुनाव', 'INC', 'BSP', 'RLSP', 'LJP']",,,,,,,
40,http://twitter.com/download/android,"#BiharElectionResults2020:
LIVE : 

#BJP+ Leads on 130 Seats. 
#RJD+ Leads on 99 Seats. 
#LJP Leads on 05 Seats. 
#AIMIM Leads on 03 Seats.
Others on 04 Seats

#BiharVerdict 
#BiharPolls
#BiharElection2020
#BiharElection
#बिहारविधानसभाचुनाव

#INC #BSP #RLSP",1326040797125304320,11,0,Twitter for Android,1326040797125304320,en,LSElections2024,LSElections2024,"['BiharElectionResults2020', 'BJP', 'RJD', 'LJP', 'AIMIM', 'BiharVerdict', 'BiharPolls', 'BiharElection2020', 'BiharElection', 'बिहारविधानसभाचुनाव', 'INC', 'BSP', 'RLSP']",,,,,,,
41,http://twitter.com/download/android,"#BiharElectionResults2020:
LIVE : 

#BJP+ Leads on 121 Seats. 
#RJD+ Leads on 102 Seats. 
#LJP Leads on 06 Seats. 
#AIMIM Leads on 06 Seats.
Others on 04 Seats

#BiharVerdict 
#BiharPolls
#BiharElection2020
#BiharElection
#बिहारविधानसभाचुनाव

#INC #BSP #RLSP",1326032733999656961,7,0,Twitter for Android,1326032733999656961,en,LSElections2024,LSElections2024,"['BiharElectionResults2020', 'BJP', 'RJD', 'LJP', 'AIMIM', 'BiharVerdict', 'BiharPolls', 'BiharElection2020', 'BiharElection', 'बिहारविधानसभाचुनाव', 'INC', 'BSP', 'RLSP']",,,,,,,
42,http://twitter.com/download/android,"#BiharElectionResults2020:
LIVE : 

Parshuram Chaturvedi of #BJP extends Lead from Buxar Vidhan Sabha.  

#BiharVerdict 
#BiharPolls
#BiharElection2020
#BiharElection
#बिहारविधानसभाचुनाव

#JDU  #LJP #RJD #AIMIM #INC #RLSP #BSP https://t.co/ryL3AL7k72",1326028854306234370,2,0,Twitter for Android,1326028854306234370,en,LSElections2024,LSElections2024,"['BiharElectionResults2020', 'BJP', 'BiharVerdict', 'BiharPolls', 'BiharElection2020', 'BiharElection', 'बिहारविधानसभाचुनाव', 'JDU', 'LJP', 'RJD', 'AIMIM', 'INC', 'RLSP', 'BSP']",,,,,,,
43,http://twitter.com/download/android,"#BiharElectionResults2020:
LIVE : 

Izhar Asfi of #AIMIM  extends lead from kochadhaman Vidhan Sabha.  

#BiharVerdict 
#BiharPolls
#BiharElection2020
#BiharElection
#बिहारविधानसभाचुनाव

#JDU #BJP #LJP #RJD #INC #RLSP #BSP https://t.co/nUp2ulp1Cj",1326028285118193665,4,0,Twitter for Android,1326028285118193665,en,LSElections2024,LSElections2024,"['BiharElectionResults2020', 'AIMIM', 'BiharVerdict', 'BiharPolls', 'BiharElection2020', 'BiharElection', 'बिहारविधानसभाचुनाव', 'JDU', 'BJP', 'LJP', 'RJD', 'INC', 'RLSP', 'BSP']",,,,,,,
44,http://twitter.com/download/android,"#BiharElectionResults2020:
LIVE : 

Tej Pratap Yadav of #RJD continue to Trail from Hasanpur Vidhan Sabha.  

#BiharVerdict 
#BiharPolls
#BiharElection2020
#BiharElection
#बिहारविधानसभाचुनाव

#JDU #BJP #LJP #AIMIM #INC #RLSP #BSP https://t.co/buIo9HWiYL",1326027850609266688,1,0,Twitter for Android,1326027850609266688,hi,LSElections2024,LSElections2024,"['BiharElectionResults2020', 'RJD', 'BiharVerdict', 'BiharPolls', 'BiharElection2020', 'BiharElection', 'बिहारविधानसभाचुनाव', 'JDU', 'BJP', 'LJP', 'AIMIM', 'INC', 'RLSP', 'BSP']",,,,,,,
45,http://twitter.com/download/android,"#BiharElectionResults2020:
LIVE : 

#RJD+ Leads on 116 Seats. 
#BJP+ Leads on 103 Seats. 
#LJP Leads on 06 Seats. 
#AIMIM Leads on 06 Seats.
Others on 04 Seats

#BiharVerdict 
#BiharPolls
#BiharElection2020
#BiharElection
#बिहारविधानसभाचुनाव

#INC #BSP #RLSP",1326022748158656512,11,0,Twitter for Android,1326022748158656512,en,LSElections2024,LSElections2024,"['BiharElectionResults2020', 'RJD', 'BJP', 'LJP', 'AIMIM', 'BiharVerdict', 'BiharPolls', 'BiharElection2020', 'BiharElection', 'बिहारविधानसभाचुनाव', 'INC', 'BSP', 'RLSP']",,,,,,,
46,http://twitter.com/download/android,"#BiharElectionResults2020:
LIVE :

Anzar Nayeemi of #AIMIM  Leads from Bahadurganj Vidhan Sabha.  

#BiharVerdict 
#BiharPolls
#BiharElection2020
#BiharElection
#बिहारविधानसभाचुनाव

#JDU #BJP #LJP #RJD #INC #RLSP #BSP https://t.co/lz1HipS36J",1326014882194489345,9,2,Twitter for Android,1326014882194489345,hi,LSElections2024,LSElections2024,"['BiharElectionResults2020', 'AIMIM', 'BiharVerdict', 'BiharPolls', 'BiharElection2020', 'BiharElection', 'बिहारविधानसभाचुनाव', 'JDU', 'BJP', 'LJP', 'RJD', 'INC', 'RLSP', 'BSP']",,,,,,,
